Gurtnellen_Gotthard,,,,,,
Datum,Fahrzeuge_pro 3Min,Durchschnittsgeschwindigkeit,Fahrzeuge pro 3Min Vergleichstage Fr 25.7.2014 - Sa 26.7.2014,Durchschnittsgeschwindigkeit Vergleichstage Fr 25.7.2014 - Sa 26.7.2014,Fahrzeuge pro 3Min Vergleichstage Fr 1.8.2014 - Sa 2.8.2014,Durchschnittsgeschwindigkeit Vergleichstage Fr 1.8.2014 - Sa 2.8.2014</title>
2014-07-19 21:00-21:03,14,106,22,108,26,100
2014-07-19 21:03-21:06,20,106,25,102,29,102
2014-07-19 21:06-21:09,26,106,14,114,22,112
2014-07-19 21:09-21:12,19,117,19,110,22,101
2014-07-19 21:12-21:15,20,114,23,107,19,99
2014-07-19 21:15-21:18,23,121,31,103,22,102
2014-07-19 21:18-21:21,15,111,18,103,18,98
2014-07-19 21:21-21:24,17,107,27,105,29,106
2014-07-19 21:24-21:27,22,113,15,107,19,99
2014-07-19 21:27-21:30,24,104,19,108,23,103
2014-07-19 21:30-21:33,34,112,25,99,18,98
2014-07-19 21:33-21:36,19,94,18,99,23,97
2014-07-19 21:36-21:39,16,105,18,107,24,95
2014-07-19 21:39-21:42,26,102,14,107,27,96
2014-07-19 21:42-21:45,22,107,20,105,20,99
2014-07-19 21:45-21:48,16,101,25,108,25,95
2014-07-19 21:48-21:51,21,109,37,93,22,100
2014-07-19 21:51-21:54,20,88,13,102,16,112
2014-07-19 21:54-21:57,20,99,24,97,17,89
2014-07-19 21:57-22:00,24,96,11,86,14,96
2014-07-19 22:00-22:03,28,108,18,106,24,97
2014-07-19 22:03-22:06,23,97,25,108,14,101
2014-07-19 22:06-22:09,27,99,23,94,18,94
2014-07-19 22:09-22:12,20,97,24,98,22,105
2014-07-19 22:12-22:15,24,111,19,111,21,100
2014-07-19 22:15-22:18,16,100,23,106,17,86
2014-07-19 22:18-22:21,24,109,17,96,15,98
2014-07-19 22:21-22:24,25,92,18,91,23,98
2014-07-19 22:24-22:27,29,91,22,99,20,105
2014-07-19 22:27-22:30,16,104,18,91,18,97
2014-07-19 22:30-22:33,25,95,12,97,23,96
2014-07-19 22:33-22:36,29,99,25,99,21,99
2014-07-19 22:36-22:39,27,102,17,109,16,103
2014-07-19 22:39-22:42,33,102,22,92,18,96
2014-07-19 22:42-22:45,17,97,10,105,23,91
2014-07-19 22:45-22:48,21,97,16,94,17,96
2014-07-19 22:48-22:51,23,100,18,103,19,94
2014-07-19 22:51-22:54,10,105,16,105,14,94
2014-07-19 22:54-22:57,16,92,20,96,17,95
2014-07-19 22:57-23:00,6,112,23,98,20,96
2014-07-19 23:00-23:03,8,93,17,101,12,97
2014-07-19 23:03-23:06,4,100,24,105,24,97
2014-07-19 23:06-23:09,10,106,12,97,20,97
2014-07-19 23:09-23:12,12,108,22,95,28,101
2014-07-19 23:12-23:15,31,106,23,103,14,103
2014-07-19 23:15-23:18,35,102,17,102,29,101
2014-07-19 23:18-23:21,39,100,31,113,20,102
2014-07-19 23:21-23:24,33,100,17,91,22,94
2014-07-19 23:24-23:27,42,97,17,104,19,97
2014-07-19 23:27-23:30,23,95,21,95,14,97
2014-07-19 23:30-23:33,23,92,14,98,20,101
2014-07-19 23:33-23:36,28,100,18,97,26,100
2014-07-19 23:36-23:39,27,87,16,106,17,106
2014-07-19 23:39-23:42,22,96,23,95,17,92
2014-07-19 23:42-23:45,23,99,19,104,12,106
2014-07-19 23:45-23:48,19,89,37,98,14,100
2014-07-19 23:48-23:51,30,98,18,95,26,93
2014-07-19 23:51-23:54,28,93,25,101,17,100
2014-07-19 23:54-23:57,22,98,22,95,19,94
2014-07-19 23:57-00:00,24,104,23,100,15,88
#106,123,128,119,104,121,
